BALANCE,PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_TRX,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,Cluster,t-SNE 1,t-SNE 2,t-SNE 3
1565.681099,0.0,0.0,0.0,0.0,0,321.359135,3500.0,691.825279,Normal_2,-8.758521,6.6888404,-0.7036176
464.674156,1979.22,0.666667,1979.22,0.0,11,1981.265503,3000.0,3110.052742,Normal_1,-0.67263836,0.61460817,-6.4043956
6.660517,310.0,0.666667,0.0,310.0,8,0.0,1000.0,417.016763,Normal_2,-4.579512,-14.036559,-1.8929904
1311.995984,1283.9,0.25,1283.9,0.0,6,0.0,6000.0,0.0,Normal_1,0.64448553,-2.1356072,7.3945665
3625.218146,313.27,0.25,313.27,0.0,4,668.468743,4000.0,0.0,Normal_3,-10.184303,0.9013315,-9.397107
3971.138765,0.0,0.0,0.0,0.0,0,224.575517,4000.0,764.938728,Normal_3,-4.950437,11.75786,-8.504384
1879.114033,113.0,0.166667,113.0,0.0,2,0.0,6500.0,3509.686561,Normal_1,0.42070454,6.5889244,6.269113
1555.793701,66.2,0.083333,66.2,0.0,1,0.0,1600.0,338.083661,Normal_2,-13.970788,2.5953536,-2.4432244
7.152356,840.0,0.083333,840.0,0.0,1,0.0,1600.0,0.0,Normal_2,-8.640144,-2.474519,4.5924587
1923.886805,1887.64,1.0,0.0,1887.64,61,1605.949371,1850.0,3688.045998,Normal_1,12.276663,-4.0984073,-6.3039875
1758.059987,412.33,0.583333,325.21,87.12,11,0.0,1800.0,777.451648,Normal_2,-6.1739,-5.3761573,-5.622097
809.847455,0.0,0.0,0.0,0.0,0,908.423608,1500.0,146.074769,Normal_2,-15.449218,11.123674,7.3054256
1576.305029,0.0,0.0,0.0,0.0,0,382.908547,2500.0,540.022225,Normal_2,-13.660245,7.111706,-4.4907
1699.435486,1363.69,0.333333,1363.69,0.0,4,0.0,1700.0,1623.816348,Normal_1,-4.71726,-2.3281584,0.49478793
656.01301,0.0,0.0,0.0,0.0,0,1474.349901,7000.0,910.457985,Normal_3,1.1183871,2.5460122,12.714581
1808.972419,713.9,0.5,503.08,210.82,8,0.0,2250.0,889.017418,Normal_2,-6.5924907,-3.5300245,-4.4645643
532.334517,791.94,0.272727,516.64,275.3,7,0.0,6000.0,1305.177304,Normal_1,-0.47218063,-4.6564555,8.154432
1727.638449,606.11,1.0,606.11,0.0,17,0.0,11000.0,2959.920544,Normal_1,5.3530602,4.4375567,5.184977
578.809679,320.0,0.75,0.0,320.0,8,0.0,1500.0,1438.910569,Normal_2,-4.4388647,-10.465173,-4.987993
1205.716678,0.0,0.0,0.0,0.0,0,38.325801,1200.0,29.278671,Normal_2,-22.109951,3.68151,2.7345996
17.357563,244.85,0.666667,40.21,204.64,13,0.0,5000.0,357.802082,Normal_2,2.5977561,-11.6547165,7.1779957
3.78631,133.05,0.416667,28.2,104.85,5,0.0,12000.0,210.053432,Normal_1,7.0767975,-2.9859402,10.486088
42.46443,396.0,0.5,0.0,396.0,12,0.0,1200.0,725.606194,Normal_2,-6.0699534,-11.6085,0.5462185
4037.305658,45.0,0.083333,45.0,0.0,1,104.238064,4500.0,1073.844885,Normal_3,-4.5421095,11.578838,-8.674468
1321.47608,45.65,0.083333,45.65,0.0,1,495.657934,1800.0,440.840439,Normal_2,-13.096983,3.8270206,-2.0293314
1307.717841,405.6,0.166667,405.6,0.0,2,0.0,2400.0,0.0,Normal_2,-9.974409,3.1234004,-0.8838651
2329.485768,213.34,0.25,213.34,0.0,3,0.0,2400.0,0.0,Normal_2,-11.200613,-0.32646272,-5.7303905
1139.782882,0.0,0.0,0.0,0.0,0,120.612912,1200.0,151.823651,Normal_2,-21.580387,3.9133153,2.5960252
1619.955708,739.44,0.666667,739.44,0.0,11,0.0,6000.0,417.128532,Normal_2,1.3212181,4.186228,-1.1368805
3505.671311,0.0,0.0,0.0,0.0,0,1713.984305,4000.0,0.0,Normal_3,-5.980039,14.455203,-5.94669
4.708041,79.0,0.25,0.0,79.0,3,0.0,7000.0,217.820198,Normal_2,1.2516046,-4.0916567,11.488223
0.0,0.0,0.0,0.0,0.0,0,89.849004,3000.0,138.021428,Normal_2,-10.186985,0.31522486,13.307487
4.875885,20.0,0.111111,20.0,0.0,1,0.0,1500.0,26.487919,Normal_2,-13.002492,-3.1899545,7.430837
23.394411,1346.28,1.0,0.0,1346.28,12,0.0,2000.0,712.149153,Normal_2,14.239799,-10.447863,-4.9020476
0.62424,389.96,1.0,0.0,389.96,31,0.0,4500.0,0.0,Normal_2,8.762993,-9.999273,-1.5410402
862.07238,0.0,0.0,0.0,0.0,0,920.309805,4000.0,2236.890255,Normal_3,-5.050813,6.8824515,6.5941715
2441.542991,808.0,0.25,808.0,0.0,4,959.857263,4000.0,532.741699,Normal_3,-7.499956,3.0383792,-4.3810735
408.656365,941.64,1.0,0.0,941.64,12,0.0,2500.0,1097.78942,Normal_2,12.851012,-12.019146,-4.160637
1246.624558,423.7,0.666667,177.64,246.06,10,412.399058,2000.0,577.050373,Normal_2,-4.8482914,-6.8640757,-6.2238874
156.216753,1354.86,0.916667,585.63,769.23,34,0.0,5500.0,858.976682,Normal_1,10.815112,-6.348335,0.15310016
3393.351236,0.0,0.0,0.0,0.0,0,1008.348672,4200.0,0.0,Normal_3,-6.4631634,13.153197,-6.5969596
175.341651,1508.9,0.666667,1252.36,256.54,14,0.0,5000.0,1884.227778,Normal_1,2.4907966,-4.2176023,2.723101
680.195157,1045.57,1.0,667.95,377.62,25,0.0,3000.0,552.432305,Normal_2,4.613936,-7.895126,-1.2032415
223.763616,2309.78,0.583333,0.0,2309.78,12,0.0,6500.0,1206.81188,Normal_1,17.18378,-6.5454097,-1.3783453
1785.626943,0.0,0.0,0.0,0.0,0,576.206382,1800.0,687.691735,Normal_2,-14.15994,9.257272,-3.1454525
54.933231,495.0,0.166667,0.0,495.0,2,0.0,7000.0,1969.845566,Normal_1,2.074265,-7.1187134,11.777585
2662.629852,0.0,0.0,0.0,0.0,0,509.023801,3000.0,932.418855,Normal_3,-9.705183,10.892332,-7.1929784
1464.324632,1174.39,0.25,1174.39,0.0,8,0.0,9000.0,0.0,Normal_1,2.078018,-1.8874545,7.666151
2876.396444,0.0,0.0,0.0,0.0,0,998.84867,3200.0,1065.426905,Normal_3,-8.775666,12.247666,-6.237472
57.453201,0.0,0.0,0.0,0.0,0,272.713302,1200.0,385.853874,Normal_2,-13.754518,4.4878216,11.780994
4245.855092,1957.3,0.833333,1077.3,880.0,19,0.0,5000.0,1004.35474,Normal_1,7.8162284,1.8632152,-7.32297
116.654149,907.0,0.25,907.0,0.0,8,273.558033,5000.0,0.0,Normal_2,-1.4598265,-3.7830312,7.288818
4637.848144,1271.12,0.833333,351.54,919.58,33,0.0,5000.0,1906.032044,Normal_1,8.287807,2.4007578,-7.535428
24.28497,250.6,0.583333,0.0,250.6,7,0.0,3000.0,319.762903,Normal_2,-4.1496434,-15.081124,3.209498
231.108995,440.0,0.916667,0.0,440.0,22,0.0,4000.0,554.116542,Normal_2,8.49783,-11.476811,-0.97050464
1562.633343,1330.62,0.5,1169.63,160.99,8,0.0,2000.0,1020.783647,Normal_1,-4.009446,-3.1974072,-1.2367928
706.132889,897.86,0.916667,714.52,183.34,18,586.268966,1200.0,972.358048,Normal_2,0.9043028,-8.186932,-6.236005
2235.103331,720.6,1.0,720.6,0.0,12,723.308724,2500.0,1061.292471,Normal_3,3.1077366,-4.4162664,-12.772168
947.13081,197.06,0.333333,148.66,48.4,5,0.0,1000.0,492.200419,Normal_2,-10.758882,-4.559089,-3.3108108
764.042156,0.0,0.0,0.0,0.0,0,1307.102516,7500.0,1566.806897,Normal_3,1.2030147,2.5235076,12.254233
3057.400553,1025.0,0.083333,1025.0,0.0,2,0.0,7500.0,698.854095,Normal_1,-1.4620985,7.9151835,-2.8567772
19.354559,689.7,0.833333,0.0,689.7,10,0.0,10000.0,746.691026,Normal_1,10.482338,-6.1857543,7.1701565
264.811595,28.65,0.083333,28.65,0.0,1,384.26178,9000.0,1235.630069,Normal_1,3.6270492,-0.6050542,12.162203
1108.22253,944.96,0.5,164.96,780.0,9,0.0,1500.0,1955.198953,Normal_1,-2.4026449,-10.227249,0.7603812
906.573724,1039.2,0.833333,80.0,959.2,11,103.102091,13500.0,1855.235407,Normal_1,11.622183,-3.8529825,7.828858
49.206256,870.24,1.0,0.0,870.24,24,0.0,8000.0,835.839952,Normal_1,11.566717,-7.2088394,2.6685107
106.455975,2463.12,1.0,789.53,1673.59,46,0.0,4000.0,2573.722764,Normal_1,13.463726,-4.1808553,-3.1308117
1734.510004,0.0,0.0,0.0,0.0,0,66.275851,1800.0,363.474455,Normal_2,-15.912182,7.9008107,-6.008858
1046.37041,295.0,0.083333,295.0,0.0,2,93.579809,1200.0,439.407082,Normal_2,-13.89248,1.57636,1.2612149
2737.367678,0.0,0.0,0.0,0.0,0,429.691164,3000.0,778.827993,Normal_3,-9.510827,10.734307,-7.7608166
4014.818167,0.0,0.0,0.0,0.0,0,988.356213,8500.0,1009.185035,Normal_3,-0.46078187,10.647117,-3.267548
871.568977,648.22,1.0,115.0,533.22,27,0.0,1200.0,1110.886425,Normal_2,6.0654593,-7.311629,-8.855665
1610.040203,557.19,0.25,525.64,31.55,5,0.0,4000.0,422.711848,Normal_2,-7.490121,2.438545,-1.957865
114.593817,469.98,1.0,0.0,469.98,6,0.0,1000.0,367.109312,Normal_2,9.178698,-17.732948,-8.802653
823.103926,131.64,1.0,0.0,131.64,12,0.0,8000.0,2916.071564,Normal_1,5.835519,-8.859969,3.2323806
1128.124563,924.6,1.0,0.0,924.6,12,0.0,1000.0,1202.711782,Normal_2,7.0517426,-8.330148,-11.565446
349.441102,1975.4,0.666667,1393.5,581.9,17,0.0,4000.0,1795.012223,Normal_1,2.2078173,-4.2609725,1.964887
23.111088,300.0,0.25,0.0,300.0,3,0.0,12500.0,291.948834,Normal_1,6.6031237,-1.50149,11.266695
1608.451822,0.0,0.0,0.0,0.0,0,205.737165,1800.0,470.565984,Normal_2,-16.024881,8.195489,-4.639814
1872.926275,766.61,0.833333,766.61,0.0,12,1017.120578,2300.0,0.0,Normal_3,-1.8622246,-4.916219,-8.106044
2933.240476,0.0,0.0,0.0,0.0,0,2040.433925,3000.0,2431.578544,Normal_3,-9.127402,14.630375,-5.450705
36.236312,256.11,0.416667,0.0,256.11,5,0.0,5300.0,831.375322,Normal_2,0.23944536,-8.202875,9.543362
903.29781,2697.48,1.0,150.5,2546.98,39,0.0,2500.0,1686.196344,Normal_1,15.622236,-4.3562827,-4.0748897
0.0,23.0,0.083333,0.0,23.0,1,0.0,5000.0,0.0,Normal_2,-3.6951182,-2.5491893,13.057002
5.465999,196.81,0.083333,173.0,23.81,3,0.0,12000.0,0.0,Normal_2,5.866794,-0.78728986,11.762621
117.442684,653.73,0.666667,493.0,160.73,15,0.0,10000.0,441.588141,Normal_1,7.106168,-4.849943,8.906977
168.522709,2009.05,0.833333,0.0,2009.05,22,0.0,1200.0,2612.760497,Normal_1,16.414019,-7.3968,-4.781467
1706.014379,147.78,0.166667,0.0,147.78,2,1657.090283,6000.0,1186.062765,Normal_3,-5.4526486,11.254339,-0.8925478
874.583247,516.54,1.0,159.07,357.47,30,0.0,900.0,579.749308,Normal_2,6.623877,-7.5658345,-7.9323373
861.001207,969.56,0.416667,969.56,0.0,6,446.233197,2400.0,0.0,Normal_2,-6.2767463,-2.3293662,-1.9918371
966.251742,311.45,0.333333,311.45,0.0,15,955.959749,1500.0,277.522439,Normal_2,-8.533673,-4.2561054,-1.3204741
38.615644,280.4,0.25,280.4,0.0,3,0.0,6150.0,254.392984,Normal_2,0.071054414,-4.279258,10.988025
189.687964,66.14,0.083333,66.14,0.0,2,0.0,6000.0,0.0,Normal_2,-1.140419,-2.050416,13.147445
40.417255,79.2,0.083333,79.2,0.0,1,1631.576375,4000.0,1647.880773,Normal_3,-5.8402147,6.967723,7.595215
3983.923705,756.54,0.5,756.54,0.0,15,0.0,4000.0,1110.870941,Normal_3,-9.443712,-0.8601679,-10.060986
1973.814964,873.0,0.166667,873.0,0.0,5,0.0,8000.0,541.722532,Normal_1,-1.0282378,7.009092,-1.8359753
566.546048,405.75,0.5,313.75,92.0,12,1044.651618,2000.0,1249.835142,Normal_2,-3.6588843,-1.4740667,-6.4835963
24.527253,261.64,0.833333,0.0,261.64,10,0.0,4000.0,376.758504,Normal_2,3.312085,-13.406628,5.4359365
2.67713,43.39,0.083333,0.0,43.39,1,0.0,4000.0,130.107234,Normal_2,-6.063276,-3.5463116,12.245109
1570.682346,645.32,0.166667,645.32,0.0,2,1665.331678,1800.0,2591.391006,Normal_3,-3.3628147,1.8811749,-5.7135434
64.080909,927.0,0.25,600.0,327.0,4,0.0,5000.0,1260.16384,Normal_1,-1.1211017,-4.9977584,7.9754734
3670.50596,965.5,0.5,876.13,89.37,9,0.0,7500.0,1034.932404,Normal_1,1.7227625,7.1008677,-3.113781
768.004936,336.41,0.75,336.41,0.0,9,0.0,6000.0,947.696134,Normal_2,3.6142592,-7.8025117,6.5299826
75.647479,540.0,0.25,0.0,540.0,3,0.0,4000.0,548.967281,Normal_2,-3.3652105,-7.066475,8.794015
2.433254,36.0,0.166667,0.0,36.0,2,0.0,7500.0,0.0,Normal_2,1.5759254,-2.495584,12.736483
1121.730896,878.52,1.0,103.1,775.42,39,197.648111,1500.0,542.836917,Normal_2,8.279787,-5.9730744,-7.365936
7.56809,144.26,0.333333,67.08,77.18,7,0.0,11500.0,134.710832,Normal_2,6.6662984,-2.871857,10.721945
2053.441598,493.85,0.5,441.35,52.5,10,1738.33378,2000.0,2795.059574,Normal_3,-3.155466,0.10379629,-5.461628
3061.213971,1829.2,1.0,1792.7,36.5,17,0.0,7000.0,971.234118,Normal_1,5.6735387,3.3110378,-2.1273203
41.642389,75.99,0.142857,75.99,0.0,1,0.0,2700.0,69.163384,Normal_2,-9.153004,-5.3102536,9.703361
28.461629,100.0,0.083333,100.0,0.0,1,0.0,4000.0,125.769169,Normal_2,-6.031479,-3.5250716,12.151599
4178.625215,1431.89,1.0,430.69,1001.2,39,0.0,4000.0,2384.542045,Normal_1,8.511499,2.4116197,-7.525369
3019.019487,2260.41,0.833333,1356.33,904.08,25,0.0,8500.0,2187.930651,Normal_1,6.735011,3.9262881,-2.7126045
1.045584,0.0,0.0,0.0,0.0,0,466.643895,1200.0,1068.581252,Normal_2,-12.035286,4.8418946,9.804713
1070.999446,990.7,0.75,482.0,508.7,13,0.0,1400.0,505.317328,Normal_2,-2.1486998,-9.663294,-5.6751256
1255.901821,1038.81,0.916667,1038.81,0.0,21,1092.634704,5700.0,1215.454299,Normal_3,4.9966173,-6.6738167,2.8818004
2229.857287,45.65,0.083333,45.65,0.0,1,0.0,2500.0,542.7463,Normal_2,-13.148049,3.6526735,-5.5843396
2363.489077,2641.98,0.833333,1386.3,1255.68,41,263.884743,3000.0,1839.928884,Normal_1,10.053579,0.15493292,-4.4941993
4014.388265,1189.52,1.0,1189.52,0.0,12,0.0,8000.0,0.0,Normal_1,5.00284,5.4173236,-2.6636286
3421.571922,126.69,0.333333,42.88,83.81,5,154.341344,10500.0,2515.435738,Normal_1,1.5785971,8.217031,-2.2664359
48.898611,247.09,0.5,0.0,247.09,7,182.357669,5500.0,409.594792,Normal_2,1.1317629,-8.511541,9.088581
1874.716289,301.1,0.583333,83.0,218.1,10,0.0,1950.0,586.974046,Normal_2,-6.2249002,-5.847115,-6.422912
237.235398,2410.07,0.5,1670.5,739.57,15,0.0,4000.0,3773.727455,Normal_1,0.7376405,-2.773547,2.5452793
558.476701,630.03,0.090909,630.03,0.0,1,0.0,5500.0,426.092563,Normal_2,-2.0091007,-2.2515113,9.827133
8.061012,133.0,0.25,0.0,133.0,3,0.0,3000.0,130.61272,Normal_2,-8.176143,-7.7995234,7.531302
435.862142,1646.16,1.0,1023.42,622.74,33,0.0,12000.0,1055.835407,Normal_1,11.098395,-3.0848346,5.5852985
6.390383,79.66,1.0,0.0,79.66,12,0.0,1500.0,75.896288,Normal_2,4.376506,-18.730673,-5.415627
996.48222,675.96,1.0,0.0,675.96,12,0.0,1000.0,1851.602411,Normal_2,5.683746,-9.6253805,-10.300475
19.508047,193.14,0.416667,0.0,193.14,5,0.0,2000.0,220.46377,Normal_2,-7.926565,-11.851251,3.7519917
185.640313,1703.23,1.0,1703.23,0.0,13,0.0,11500.0,1449.039414,Normal_1,8.899382,-2.3273704,5.431611
22.189283,234.16,0.363636,0.0,234.16,4,0.0,1500.0,479.910499,Normal_2,-8.906355,-10.310458,3.5350957
5.871769,29.68,0.083333,29.68,0.0,1,0.0,10000.0,76.943584,Normal_2,4.4816313,-0.9314194,12.334531
1049.496471,1322.67,0.833333,1096.71,225.96,28,774.260436,11000.0,802.38543,Normal_1,9.536117,-3.7429962,5.427432
1668.591831,0.0,0.0,0.0,0.0,0,1716.941235,1800.0,2166.981163,Normal_3,-5.5379972,10.081767,6.4819484
614.263149,408.93,0.5,74.8,334.13,10,0.0,9000.0,2161.153147,Normal_1,5.4944043,-6.1042395,10.052818
2734.66412,560.73,0.916667,560.73,0.0,11,0.0,7500.0,717.798364,Normal_1,3.9455664,4.9469957,-3.2979968
80.708806,569.9,0.166667,569.9,0.0,3,0.0,9500.0,634.000055,Normal_1,4.0166464,-1.8470268,11.213489
3905.365959,150.8,0.166667,150.8,0.0,2,1659.19931,7500.0,990.524408,Normal_3,-1.3880314,11.64876,-3.8805351
2.564117,47.95,0.083333,47.95,0.0,1,0.0,1500.0,294.507498,Normal_2,-12.764167,-2.059965,7.48898
1873.084577,126.57,0.25,126.57,0.0,4,181.139378,2100.0,483.557464,Normal_2,-11.271884,-0.6370602,-4.6443343
32.124999,380.89,0.083333,380.89,0.0,1,0.0,5700.0,0.0,Normal_2,-1.7657088,-2.4132147,12.133111
1504.82705,2010.0,1.0,630.0,1380.0,14,1189.292764,8500.0,859.829946,Normal_1,13.539065,-4.959331,3.5016623
1129.33758,498.96,1.0,0.0,498.96,12,72.259355,1000.0,829.505486,Normal_2,4.0159707,-9.2318,-11.614154
668.956687,224.2,0.583333,148.12,76.08,9,0.0,9500.0,568.336995,Normal_1,6.275938,-4.8709807,9.2245865
272.711518,0.0,0.0,0.0,0.0,0,682.156051,3000.0,2755.877257,Normal_3,-5.0655894,6.972452,7.862753
2420.761135,0.0,0.0,0.0,0.0,0,567.233798,3000.0,871.713321,Normal_3,-10.268611,10.791316,-6.3902617
2935.324966,409.63,0.583333,351.87,57.76,12,1876.241162,5000.0,580.13865,Normal_3,1.3916066,6.4341416,-9.736853
83.148283,843.34,0.5,843.34,0.0,17,0.0,6500.0,1024.267592,Normal_1,2.2149715,-4.9442134,6.8697
280.142117,2236.49,1.0,758.52,1477.97,34,0.0,10000.0,1986.838064,Normal_1,12.886257,-3.2001996,4.2200494
3605.714046,1779.0,0.166667,1779.0,0.0,2,0.0,5000.0,856.05828,Normal_1,-1.5408527,2.1815577,0.11540149
3992.261885,0.0,0.0,0.0,0.0,0,348.834361,4000.0,1057.678259,Normal_3,-4.8543453,11.87933,-8.388811
41.833264,456.36,1.0,0.0,456.36,14,0.0,6000.0,370.996177,Normal_2,10.081446,-10.392306,2.9688098
2503.107213,733.9,1.0,733.9,0.0,13,0.0,3000.0,1620.193277,Normal_1,3.1390061,-4.4121094,-12.97323
191.450711,1641.07,0.666667,1641.07,0.0,15,380.972341,500.0,1583.918811,Normal_1,-1.2246497,-3.6462352,-0.74622476
3621.70204,674.73,0.25,674.73,0.0,12,1684.957411,4000.0,1139.058595,Normal_3,-5.698304,13.476375,-3.169137
388.873921,1579.15,0.583333,1462.35,116.8,15,0.0,2700.0,451.600059,Normal_1,-1.8561933,-5.038142,0.3755973
208.131845,2161.38,1.0,451.5,1709.88,41,0.0,4500.0,2059.879468,Normal_1,13.604792,-4.4896164,-2.8798738
169.088238,1482.19,1.0,446.07,1036.12,26,0.0,6000.0,1289.570234,Normal_1,11.779769,-6.58883,0.70668036
133.911556,1446.05,1.0,544.45,901.6,16,0.0,3500.0,1364.121036,Normal_1,5.8676667,-7.4028172,-1.9958287
1613.34907,0.0,0.0,0.0,0.0,0,1606.322681,4500.0,312.433361,Normal_3,-7.1742334,11.514525,-0.10539806
566.908563,397.06,0.666667,303.7,93.36,12,0.0,2100.0,0.0,Normal_2,-4.4439716,-9.393618,-3.0003726
1329.967543,2009.12,1.0,1296.68,712.44,36,1763.794583,2500.0,2715.972095,Normal_1,7.151973,-1.6387564,-7.0412393
927.041961,0.0,0.0,0.0,0.0,0,402.974164,1000.0,719.974244,Normal_2,-17.6211,6.7096944,1.8538438
185.396312,0.0,0.0,0.0,0.0,0,842.456926,1000.0,117.542764,Normal_2,-14.574316,8.435061,10.301662
994.105777,126.2,0.833333,126.2,0.0,10,0.0,1950.0,314.302968,Normal_2,-0.22134988,-9.341987,-10.423293
40.089221,225.0,1.0,0.0,225.0,12,0.0,1500.0,325.578502,Normal_2,5.7483397,-17.592077,-5.5753117
0.478714,734.97,0.833333,159.0,575.97,16,0.0,6000.0,1159.135064,Normal_1,5.402915,-8.7443,6.6416407
4732.37354,14.95,0.083333,0.0,14.95,1,2173.356068,5700.0,1289.284068,Normal_3,-1.9315566,14.767129,-5.712283
2233.074041,445.2,0.166667,445.2,0.0,4,0.0,8000.0,1042.991769,Normal_1,-1.3060428,7.593052,-1.5198604
57.842746,689.34,1.0,0.0,689.34,24,0.0,1500.0,453.842413,Normal_2,9.068347,-10.947631,-6.8114114
2459.862339,678.0,1.0,678.0,0.0,12,927.25167,2500.0,1926.31853,Normal_3,3.1863472,-4.133251,-12.789811
850.630114,0.05,0.083333,0.05,0.0,1,1700.634586,1000.0,1084.281127,Normal_3,-10.350741,11.146184,7.3229136
2669.160638,0.0,0.0,0.0,0.0,0,142.141325,3000.0,642.777061,Normal_2,-9.896626,10.091707,-8.780461
92.440743,1080.0,0.75,1080.0,0.0,12,0.0,6000.0,1077.058667,Normal_1,3.5057302,-5.8563766,5.076865
2324.086254,0.0,0.0,0.0,0.0,0,1600.758078,2300.0,2147.890523,Normal_3,-4.753889,9.786631,5.554788
98.364739,65.0,0.166667,0.0,65.0,2,0.0,1200.0,718.794328,Normal_2,-12.8369875,-5.2954893,4.5992274
16.93339,174.42,0.333333,0.0,174.42,5,0.0,2500.0,347.08638,Normal_2,-7.9953256,-9.670036,5.817159
907.982017,216.94,0.166667,216.94,0.0,3,1011.997944,3200.0,222.02316,Normal_2,-9.880719,9.079774,-0.473003
1254.6691,361.73,0.166667,361.73,0.0,2,198.686744,1500.0,535.606816,Normal_2,-12.854627,-0.2727802,-2.3602831
80.336636,330.0,0.1,330.0,0.0,1,0.0,1800.0,345.330572,Normal_2,-10.47159,-2.2913933,6.8150606
17.356961,390.0,0.5,90.0,300.0,7,0.0,2000.0,302.454171,Normal_2,-5.8292484,-12.318964,2.396656
1897.672025,422.18,1.0,422.18,0.0,12,0.0,5500.0,2961.632199,Normal_1,5.8414273,-8.916141,2.2700617
1032.241153,1005.52,1.0,464.5,541.02,33,0.0,3000.0,1866.265366,Normal_1,7.881823,-7.8632474,-2.774633
